pecha_id,source_batch,clone_status,org,dest
P000202,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000202.opf
P000203,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000203.opf
P000204,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000204.opf
P000205,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000205.opf
P000206,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000206.opf
P000207,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000207.opf
P000208,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000208.opf
P000209,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000209.opf
P000210,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000210.opf
P000211,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000211.opf
P000212,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000212.opf
P000213,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000213.opf
P000214,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000214.opf
P000215,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000215.opf
P000216,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000216.opf
P000217,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000217.opf
P000218,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000218.opf
P000219,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000219.opf
P000220,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000220.opf
P000221,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000221.opf
P000222,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000222.opf
P000223,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000223.opf
P000224,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000224.opf
P000225,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000225.opf
P000226,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000226.opf
P000227,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000227.opf
P000228,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000228.opf
P000229,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000229.opf
P000230,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000230.opf
P000231,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000231.opf
P000232,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000232.opf
P000233,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000233.opf
P000234,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000234.opf
P000235,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000235.opf
P000236,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000236.opf
P000237,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000237.opf
P000238,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000238.opf
P000239,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000239.opf
P000240,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000240.opf
P000241,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000241.opf
P000242,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000242.opf
P000243,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000243.opf
P000244,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000244.opf
P000245,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000245.opf
P000246,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000246.opf
P000247,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000247.opf
P000248,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000248.opf
P000249,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000249.opf
P000250,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000250.opf
P000251,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000251.opf
P000252,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000252.opf
P000253,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000253.opf
P000254,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000254.opf
P000255,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000255.opf
P000256,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000256.opf
P000257,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000257.opf
P000258,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000258.opf
P000259,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000259.opf
P000260,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000260.opf
P000261,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000261.opf
P000262,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000262.opf
P000263,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000263.opf
P000264,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000264.opf
P000265,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000265.opf
P000266,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000266.opf
P000267,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000267.opf
P000268,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000268.opf
P000269,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000269.opf
P000270,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000270.opf
P000271,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000271.opf
P000272,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000272.opf
P000273,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000273.opf
P000274,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000274.opf
P000275,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000275.opf
P000276,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000276.opf
P000277,old,cloned,OpenPecha-Data,/Users/tenzinyonten/layer_detection/data/raw_opf/P000277.opf
